title,vote_average,vote_count,runtime,genres,year
April's Shower,5.0,3.0,98.0,"['comedy', 'romance']",2003
Underworld: Evolution,6.4,1548.0,106.0,"['fantasy', 'action', 'science fiction', 'thriller']",2006
Looking for Comedy in the Muslim World,5.6,12.0,98.0,['comedy'],2005
Casper Meets Wendy,5.4,83.0,90.0,"['family', 'comedy', 'adventure']",1998
Hell Drivers,6.8,11.0,108.0,"['action', 'drama', 'crime', 'mystery']",1957
Shadows of Forgotten Ancestors,7.5,35.0,97.0,['drama'],1965
Buried Alive,6.0,31.0,93.0,"['tv movie', 'horror', 'thriller']",1990
Séance,7.6,8.0,118.0,"['drama', 'horror']",2000
Hallelujah,2.5,2.0,100.0,['drama'],1929
Cul-de-sac,6.9,48.0,113.0,"['thriller', 'comedy', 'drama']",1966
Riding Alone for Thousands of Miles,7.3,21.0,107.0,['drama'],2005
Confidentially Yours,7.1,25.0,110.0,"['drama', 'comedy', 'crime']",1983
Revolution,5.3,22.0,126.0,"['adventure', 'drama', 'history', 'war']",1985
Project A,7.1,93.0,106.0,"['action', 'comedy']",1983
A Woman's Face,6.1,8.0,106.0,"['drama', 'thriller']",1941
Sword of Gideon,4.0,3.0,173.0,"['action', 'drama', 'thriller']",1986
Little Manhattan,6.9,181.0,84.0,['comedy'],2005
Crocodile,6.3,12.0,102.0,['drama'],1996
The Lower Depths,7.6,11.0,90.0,"['romance', 'crime', 'drama']",1936
Vinci,6.9,16.0,108.0,"['action', 'comedy', 'foreign']",2004
The Ordeal,5.6,62.0,88.0,['horror'],2006
The Dunwich Horror,5.1,23.0,90.0,"['drama', 'fantasy', 'horror', 'mystery', 'thriller']",1970
The Creeping Unknown,6.6,43.0,82.0,"['horror', 'science fiction']",1955
Hellraiser: Hellseeker,4.7,79.0,89.0,"['horror', 'thriller', 'mystery']",2002
Inside Daisy Clover,4.9,15.0,128.0,"['drama', 'music', 'romance']",1966
Gamera vs. Gyaos,6.1,7.0,86.0,"['action', 'adventure', 'horror', 'science fiction']",1967
Over the Edge,7.7,36.0,95.0,"['crime', 'drama']",1979
Roads to Koktebel,6.8,5.0,100.0,"['drama', 'foreign']",2003
Swamp Women,3.8,7.0,67.0,"['crime', 'adventure', 'drama', 'thriller']",1956
8MM 2,4.1,28.0,106.0,"['thriller', 'mystery', 'drama']",2005
On Probation,6.8,17.0,112.0,"['mystery', 'crime', 'action', 'comedy', 'drama']",2005
Bombón: The Dog,7.0,15.0,97.0,['drama'],2004
The Bird People in China,7.0,26.0,118.0,"['adventure', 'drama']",1998
Thoughtcrimes,6.7,12.0,86.0,"['action', 'crime', 'drama']",2003
Water,6.7,35.0,115.0,"['drama', 'foreign', 'romance']",2005
The Temptations,6.9,14.0,175.0,"['music', 'drama']",1998
Sophie Scholl: The Final Days,7.1,109.0,117.0,"['drama', 'history']",2005
The Big House,5.5,4.0,87.0,"['crime', 'drama']",1930
Uuno Turhapuro armeijan leivissä,6.4,8.0,102.0,['comedy'],1984
Matti: Hell Is for Heroes,5.8,12.0,135.0,"['comedy', 'drama', 'documentary']",2006
The World's Fastest Indian,7.3,168.0,127.0,['drama'],2005
As Tears Go By,6.9,48.0,102.0,"['drama', 'action', 'thriller', 'crime', 'romance']",1988
Bandidas,5.8,319.0,93.0,"['action', 'comedy', 'western', 'crime']",2006
Made in Britain,6.4,19.0,76.0,"['crime', 'drama']",1982
A Cock and Bull Story,6.2,43.0,94.0,"['comedy', 'drama']",2005
The Bitter Tea of General Yen,5.7,20.0,88.0,"['drama', 'romance']",1933
Love in the Afternoon,7.6,24.0,97.0,"['drama', 'romance']",1972
Charlie: The Life and Art of Charles Chaplin,6.5,27.0,132.0,['documentary'],2003
Wilby Wonderful,5.8,16.0,99.0,['comedy'],2004
The Mystery of Rampo,7.0,1.0,100.0,"['drama', 'thriller', 'romance', 'foreign']",1994
Helter Skelter,5.3,10.0,137.0,"['action', 'crime', 'drama']",2004
French Fried Vacation,6.6,191.0,105.0,['comedy'],1978
Annapolis,6.0,94.0,108.0,['drama'],2006
Big Momma's House 2,5.4,376.0,99.0,"['comedy', 'crime']",2006
Nanny McPhee,6.4,742.0,97.0,"['fantasy', 'comedy', 'family']",2005
Sweet November,8.3,2.0,114.0,"['drama', 'romance']",1968
Double Dare,6.9,7.0,81.0,['documentary'],2004
The Dark,5.6,76.0,87.0,"['horror', 'thriller', 'mystery']",2006
Panic in Year Zero!,5.8,31.0,93.0,"['drama', 'science fiction', 'thriller']",1962
Here Comes the Groom,4.5,2.0,113.0,"['comedy', 'music', 'romance']",1951
Julie,4.3,6.0,99.0,['thriller'],1956
Tea for Two,8.0,1.0,98.0,"['comedy', 'music', 'romance']",1950
Green Dolphin Street,8.0,1.0,141.0,"['drama', 'adventure', 'romance']",1947
Lt. Robin Crusoe U.S.N.,6.0,6.0,113.0,"['adventure', 'comedy', 'family']",1966
Bye Bye Birdie,5.8,36.0,112.0,"['drama', 'comedy', 'music']",1963
The Comedians of Comedy,7.1,14.0,103.0,"['comedy', 'documentary']",2005
The Honey Pot,6.3,14.0,125.0,"['crime', 'drama', 'comedy', 'thriller']",1967
The Tuskegee Airmen,6.4,26.0,106.0,"['tv movie', 'drama', 'history', 'war']",1995
Final Destination 3,5.8,1000.0,93.0,"['horror', 'mystery']",2006
I Could Go on Singing,6.6,8.0,100.0,"['drama', 'music']",1963
Something New,6.2,49.0,99.0,"['comedy', 'drama', 'romance']",2006
Free Money,5.7,9.0,93.0,"['comedy', 'crime']",1998
The Wind,6.8,22.0,95.0,"['drama', 'romance', 'western']",1928
Dave Chappelle's Block Party,6.5,29.0,100.0,"['comedy', 'documentary', 'music']",2005
Madame Curie,6.7,10.0,124.0,"['drama', 'romance']",1943
Orfeu,4.9,8.0,110.0,"['drama', 'crime', 'music', 'romance', 'foreign']",1999
The Sex of the Stars,5.0,1.0,0.0,['drama'],1993
Imagine Me & You,7.0,181.0,93.0,"['drama', 'comedy', 'romance']",2005
Mississippi Mermaid,6.7,33.0,123.0,"['crime', 'drama', 'romance']",1969
Good Old Daze,7.1,42.0,101.0,['comedy'],1994
Place Vendome,6.3,5.0,117.0,"['crime', 'drama']",1998
Broken Lance,5.1,13.0,96.0,['western'],1954
The Four Horsemen of the Apocalypse,6.6,8.0,132.0,"['drama', 'war']",1921
Sabah,4.7,6.0,86.0,"['drama', 'comedy', 'romance']",2005
The Call of Cthulhu,6.9,41.0,47.0,"['horror', 'thriller', 'fantasy']",2005
The Pink Panther,5.6,570.0,93.0,"['action', 'comedy', 'crime', 'mystery', 'family']",2006
Troll,4.9,60.0,82.0,"['fantasy', 'horror']",1986
The Business,6.6,42.0,96.0,"['drama', 'action', 'thriller', 'crime']",2005
Curious George,6.1,109.0,86.0,"['adventure', 'animation', 'comedy', 'family']",2006
Firewall,5.6,270.0,105.0,['thriller'],2006
The Great McGinty,6.9,13.0,82.0,['comedy'],1940
Le créateur,6.0,11.0,92.0,['comedy'],1999
The White Diamond,6.5,17.0,90.0,"['documentary', 'foreign']",2004
Tony Takitani,6.7,16.0,76.0,['drama'],2004
When a Stranger Calls,5.4,273.0,87.0,"['horror', 'thriller']",2006
Tamara,5.1,64.0,98.0,"['fantasy', 'horror', 'thriller']",2005
London,6.1,96.0,92.0,"['drama', 'action', 'romance']",2005
Neil Young: Heart of Gold,8.2,5.0,99.0,"['documentary', 'music']",2006
Freedomland,5.2,71.0,113.0,"['drama', 'thriller', 'crime', 'mystery']",2006
Winter Passing,6.7,28.0,98.0,"['comedy', 'drama']",2006
Eight Below,6.7,553.0,120.0,"['adventure', 'drama', 'family']",2006
Date Movie,3.6,225.0,83.0,['comedy'],2006
Running Scared,7.0,332.0,122.0,"['action', 'crime', 'drama', 'thriller']",2006
Madea's Family Reunion,6.0,77.0,110.0,"['drama', 'comedy', 'romance']",2006
Doogal,3.2,18.0,85.0,['family'],2006
Ultraviolet,4.8,468.0,87.0,"['science fiction', 'action', 'thriller']",2006
Just My Luck,5.8,512.0,103.0,"['comedy', 'drama', 'family', 'fantasy', 'romance']",2006
Pulse,5.0,154.0,90.0,"['horror', 'thriller']",2006
Deep Sea 3D,5.7,21.0,41.0,['documentary'],2006
16 Blocks,6.2,675.0,105.0,"['action', 'adventure', 'crime', 'thriller']",2006
Agatha and the Storm,6.3,9.0,125.0,"['romance', 'comedy', 'drama']",2004
Bongwater,5.0,12.0,97.0,"['comedy', 'romance']",1997
Trauma,5.8,32.0,106.0,"['horror', 'mystery', 'thriller']",1993
Election,6.7,51.0,101.0,"['crime', 'drama']",2005
Half Light,5.9,76.0,110.0,"['mystery', 'thriller', 'drama', 'horror']",2006
Twist of Faith,6.0,3.0,87.0,['documentary'],2005
Failure to Launch,5.5,407.0,97.0,['comedy'],2006
Ultimate Avengers,6.5,85.0,72.0,"['action', 'animation', 'adventure', 'science fiction']",2006
Ice Age: The Meltdown,6.5,3034.0,91.0,"['animation', 'family', 'comedy', 'adventure']",2006
All Quiet on the Western Front,5.9,34.0,150.0,"['drama', 'history', 'war']",1979
The Big White,6.3,91.0,100.0,"['comedy', 'crime', 'drama']",2005
Stromboli,6.8,28.0,105.0,['drama'],1950
Cyrano de Bergerac,5.9,6.0,112.0,"['adventure', 'drama', 'history', 'romance']",1950
Shinobi: Heart Under Blade,6.4,54.0,107.0,['action'],2005
Every Man for Himself,6.1,10.0,87.0,['drama'],1980
Chronos,7.4,20.0,43.0,['documentary'],1985
Five Children and It,5.5,67.0,88.0,"['adventure', 'fantasy', 'drama', 'science fiction', 'family']",2004
Free Zone,4.8,16.0,90.0,['drama'],2005
The Naked Spur,6.6,45.0,91.0,"['action', 'adventure', 'drama', 'western']",1953
The Prince & Me 2: The Royal Wedding,4.6,73.0,96.0,"['comedy', 'family', 'romance']",2006
Ask the Dust,5.2,42.0,117.0,"['drama', 'romance']",2006
V for Vendetta,7.7,4562.0,132.0,"['action', 'thriller', 'fantasy']",2006
She's the Man,6.4,691.0,105.0,"['comedy', 'drama', 'family', 'romance']",2006
Thank You for Smoking,7.1,670.0,92.0,"['comedy', 'drama']",2005
Find Me Guilty,6.5,139.0,125.0,['drama'],2006
Inside Man,7.3,1671.0,129.0,"['crime', 'drama', 'thriller']",2006
Tsotsi,6.9,96.0,94.0,"['crime', 'drama']",2005
Aquamarine,5.8,372.0,104.0,"['fantasy', 'romance', 'family', 'comedy']",2006
The Illustrated Man,5.4,15.0,103.0,['science fiction'],1969
Leprechaun 2,4.8,51.0,85.0,"['comedy', 'horror']",1994
Leprechaun 3,5.0,42.0,90.0,"['comedy', 'fantasy', 'horror']",1995
Leprechaun 4: In Space,3.6,34.0,95.0,"['comedy', 'fantasy', 'horror', 'science fiction']",1996
Leprechaun in the Hood,4.4,29.0,90.0,['horror'],2000
The Dark at the Top of the Stairs,7.0,1.0,124.0,['drama'],1960
Story of a Love Affair,6.6,15.0,98.0,"['romance', 'drama', 'crime', 'thriller']",1950
The Man Who Sued God,6.1,23.0,97.0,['comedy'],2001
Lights in the Dusk,6.6,27.0,78.0,"['crime', 'drama']",2006
Kummeli Stories,6.4,13.0,86.0,['comedy'],1995
Stranger on the Third Floor,6.1,20.0,64.0,"['thriller', 'crime']",1940
The Hills Have Eyes,6.1,726.0,107.0,"['horror', 'thriller']",2006
The Shaggy Dog,4.5,138.0,98.0,"['comedy', 'family']",2006
A Personal Journey with Martin Scorsese Through American Movies,8.3,31.0,225.0,['documentary'],1995
Inspector Clouseau,4.1,12.0,96.0,"['comedy', 'crime']",1968
Son of the Pink Panther,3.8,44.0,93.0,['comedy'],1993
Unknown White Male,6.5,5.0,88.0,['documentary'],2005
The Lives of Others,7.9,977.0,137.0,"['drama', 'thriller']",2006
The Red and the White,6.8,17.0,90.0,"['drama', 'war', 'foreign']",1967
Fatty Drives the Bus,8.0,1.0,82.0,[],1999
City on Fire,6.9,22.0,98.0,"['thriller', 'action']",1987
"Goodbye South, Goodbye",6.7,6.0,116.0,"['crime', 'drama']",1996
Nanook of the North,7.2,50.0,79.0,['documentary'],1922
Don't Torture a Duckling,7.6,59.0,102.0,['horror'],1972
Resurrection,6.4,10.0,103.0,"['drama', 'fantasy']",1980
Youth of the Beast,6.3,23.0,92.0,"['drama', 'action', 'crime', 'mystery', 'foreign']",1963
Go Tell the Spartans,6.7,15.0,114.0,"['drama', 'war']",1978
They Call Me Mister Tibbs!,5.4,12.0,108.0,"['drama', 'action', 'thriller']",1970
Take the Lead,6.6,171.0,108.0,['music'],2006
The Lacemaker,5.4,13.0,107.0,"['drama', 'romance']",1977
The Devil and Daniel Johnston,8.1,33.0,110.0,['documentary'],2005
L’argent,6.8,36.0,85.0,"['crime', 'drama']",1983
The Trial of Joan of Arc,6.8,23.0,65.0,"['drama', 'history']",1962
Mouchette,7.3,45.0,81.0,['drama'],1967
The Caiman,6.2,38.0,112.0,"['drama', 'comedy']",2006
Lucky Number Slevin,7.4,1356.0,110.0,"['drama', 'thriller', 'crime', 'mystery']",2006
The Wild Blue Yonder,5.7,15.0,81.0,"['drama', 'science fiction']",2005
Wheel of Time,5.9,7.0,81.0,['documentary'],2003
Riot On!,4.9,5.0,78.0,['documentary'],2004
Volver,7.3,419.0,121.0,"['comedy', 'drama', 'romance']",2006
The N Word,6.0,1.0,0.0,['documentary'],2006
Akeelah and the Bee,6.7,85.0,112.0,['drama'],2006
Lisbela and the Prisoner,7.5,53.0,106.0,"['comedy', 'romance']",2003
Brainstorm,7.4,27.0,74.0,['drama'],2001
Urban Legends: Bloody Mary,4.9,55.0,93.0,"['horror', 'thriller']",2005
Larry the Cable Guy: Health Inspector,3.3,17.0,89.0,['comedy'],2006
Stay Alive,5.3,157.0,100.0,"['horror', 'thriller']",2006
Annie Oakley,5.5,9.0,90.0,"['drama', 'western']",1935
Basic Instinct 2,4.6,183.0,114.0,"['crime', 'mystery', 'thriller']",2006
Brick,6.8,366.0,110.0,"['drama', 'mystery']",2005
The Brothers Lionheart,6.9,22.0,102.0,"['adventure', 'fantasy', 'family']",1977
The Dead Hate the Living!,3.9,9.0,90.0,"['horror', 'comedy']",2000
Evil Aliens,6.1,42.0,93.0,"['comedy', 'horror', 'science fiction']",2006
Santa's Slay,5.3,57.0,78.0,"['comedy', 'fantasy', 'horror']",2005
The Dark Hours,5.5,22.0,80.0,"['horror', 'science fiction', 'thriller']",2005
This Film Is Not Yet Rated,7.3,118.0,98.0,['documentary'],2006
Fragile,6.0,137.0,101.0,"['horror', 'thriller']",2005
ATL,6.0,33.0,105.0,['drama'],2006
The Brotherhood of Justice,4.1,6.0,97.0,"['action', 'drama', 'thriller']",1986
Slither,6.3,324.0,95.0,"['comedy', 'horror', 'science fiction']",2006
The Benchwarmers,5.2,248.0,80.0,['comedy'],2006
Phat Girlz,3.7,10.0,99.0,"['comedy', 'romance']",2006
Renaissance,6.7,78.0,105.0,"['action', 'animation', 'science fiction']",2006
Go for Zucker,6.6,10.0,136.0,['comedy'],2005
The Curse of the Werewolf,6.5,32.0,93.0,['horror'],1961
Dead Fish,5.8,17.0,94.0,"['thriller', 'adventure', 'action', 'comedy']",2005
Friends with Money,5.1,132.0,88.0,"['comedy', 'drama', 'romance']",2006
The King Is Dancing,7.2,13.0,115.0,"['drama', 'history', 'music']",2000
Keane,6.7,25.0,90.0,['drama'],2004
Reefer Madness: The Movie Musical,6.9,23.0,109.0,"['comedy', 'music']",2005
I Love Your Work,6.5,2.0,111.0,"['drama', 'mystery']",2003
Beauty and the Bastard,6.2,14.0,102.0,"['drama', 'music', 'romance']",2005
Dementia,6.5,11.0,56.0,"['crime', 'horror']",1955
Magic,7.0,59.0,107.0,"['drama', 'horror', 'thriller']",1978
Candy,7.0,152.0,116.0,"['drama', 'romance']",2006
Secrets of a Soul,5.5,5.0,97.0,"['thriller', 'drama']",1926
The Child,7.0,49.0,95.0,"['romance', 'drama']",2005
9/11,7.6,21.0,128.0,['documentary'],2002
"Lacombe, Lucien",7.2,27.0,138.0,"['drama', 'war']",1974
Hoot,5.5,44.0,91.0,"['drama', 'family']",2006
Where the Red Fern Grows,6.7,24.0,97.0,"['drama', 'family']",1974
Scary Movie 4,5.3,779.0,83.0,['comedy'],2006
Hard Candy,6.8,726.0,103.0,"['drama', 'thriller']",2005
Dead Birds,5.7,75.0,91.0,"['horror', 'thriller', 'western']",2004
La Chinoise,7.4,29.0,96.0,"['comedy', 'drama']",1967
Shutter,6.8,180.0,97.0,"['fantasy', 'horror', 'mystery', 'thriller']",2004
A Prairie Home Companion,6.4,84.0,105.0,"['drama', 'comedy', 'music']",2006
Even Money,5.7,20.0,113.0,"['crime', 'drama']",2006
The Chess Players,6.9,8.0,129.0,['drama'],1977
Pinocchio and the Emperor of the Night,5.3,4.0,83.0,"['animation', 'adventure', 'family']",1987
Corvette Summer,5.5,16.0,105.0,"['action', 'adventure', 'comedy']",1978
The Sentinel,5.8,230.0,108.0,"['action', 'thriller', 'crime']",2006
Mirage,6.5,20.0,108.0,"['mystery', 'thriller']",1965
The President's Last Bang,6.8,10.0,102.0,['comedy'],2005
The Wild,5.1,246.0,94.0,"['family', 'animation']",2006
My Brother's Wife,4.8,14.0,89.0,"['romance', 'drama']",2005
Silent Hill,6.3,1093.0,125.0,"['horror', 'mystery']",2006
Battle in Heaven,5.6,24.0,96.0,['drama'],2005
American Dreamz,4.9,97.0,107.0,"['comedy', 'drama', 'family']",2006
Hôtel du Nord,7.4,15.0,95.0,"['romance', 'drama']",1938
Irresistible,5.5,33.0,103.0,"['drama', 'mystery', 'thriller']",2006
Mata Hari,6.1,9.0,89.0,"['drama', 'action', 'thriller', 'romance']",1931
23,7.1,55.0,99.0,"['drama', 'thriller']",1998
Kinky Boots,6.3,89.0,107.0,"['comedy', 'drama']",2005
The Glass Key,6.2,25.0,85.0,"['crime', 'drama', 'thriller']",1942
The Protector,6.8,171.0,108.0,"['action', 'crime', 'drama', 'thriller']",2005
Mission: Impossible III,6.5,2062.0,126.0,"['adventure', 'action', 'thriller']",2006
The Wayward Cloud,6.9,20.0,114.0,"['music', 'comedy', 'drama', 'romance']",2005
Die Nibelungen: Siegfried,7.7,19.0,140.0,"['adventure', 'drama', 'fantasy']",1924
Die Nibelungen: Kriemhild's Revenge,7.5,14.0,129.0,"['adventure', 'drama', 'fantasy']",1924
The Coast Guard,6.8,29.0,96.0,"['thriller', 'drama']",2002
RV,5.6,503.0,99.0,['comedy'],2006
United 93,6.9,377.0,111.0,"['drama', 'history', 'crime', 'thriller', 'action']",2006
Stick It,6.3,153.0,105.0,"['comedy', 'drama']",2006
Secret Beyond the Door,5.8,21.0,99.0,"['crime', 'drama', 'thriller']",1948
Man Push Cart,7.0,13.0,87.0,['drama'],2005
The World,7.3,18.0,143.0,['drama'],2005
Soldier Blue,7.1,42.0,112.0,"['action', 'drama', 'romance', 'western']",1970
Footlight Parade,5.8,15.0,104.0,"['comedy', 'music', 'romance']",1933
LolliLove,6.1,8.0,64.0,"['comedy', 'documentary']",2004
An American Haunting,5.3,143.0,83.0,"['horror', 'thriller']",2005
Down in the Valley,6.0,64.0,112.0,"['drama', 'romance']",2005
The Hidden Blade,7.6,28.0,132.0,"['drama', 'romance']",2004
Over the Hedge,6.3,1116.0,83.0,"['comedy', 'animation', 'family']",2006
Art School Confidential,6.1,68.0,102.0,"['comedy', 'drama']",2006
Poseidon,5.5,594.0,99.0,"['adventure', 'action', 'drama', 'thriller']",2006
The Da Vinci Code,6.5,2773.0,149.0,"['thriller', 'mystery']",2006
X-Men: The Last Stand,6.3,3581.0,104.0,"['adventure', 'action', 'science fiction', 'thriller']",2006
The Break-Up,5.6,851.0,106.0,"['romance', 'comedy']",2006
Peaceful Warrior,7.3,95.0,120.0,"['drama', 'romance']",2006
Twelve and Holding,7.0,20.0,90.0,['drama'],2005
Wah-Wah,6.3,8.0,120.0,['drama'],2005
Keeping Up with the Steins,5.2,18.0,90.0,['comedy'],2006
Cars,6.6,3991.0,117.0,"['animation', 'adventure', 'comedy', 'family']",2006
Wassup Rockers,6.4,20.0,111.0,['drama'],2005
The Lost City,5.9,25.0,144.0,"['drama', 'romance']",2005
Standing Still,5.7,12.0,90.0,"['comedy', 'drama', 'romance']",2005
Carlito's Way: Rise to Power,4.3,20.0,100.0,"['action', 'adventure', 'drama', 'thriller']",2005
Conspirators of Pleasure,7.4,16.0,83.0,"['drama', 'animation', 'comedy']",1996
Tall in the Saddle,5.9,17.0,87.0,['western'],1944
Beyond a Reasonable Doubt,7.0,21.0,80.0,"['crime', 'drama']",1956
Sinbad of the Seven Seas,3.7,9.0,93.0,"['action', 'adventure', 'fantasy']",1989
The Earth Is a Sinful Song,7.8,5.0,104.0,['drama'],1973
Shanghai Dreams,5.6,8.0,123.0,['drama'],2005
Vera Cruz,6.9,37.0,94.0,"['action', 'western', 'romance']",1954
The Notorious Bettie Page,6.6,44.0,91.0,"['comedy', 'drama']",2005
The Mechanik,5.2,18.0,94.0,"['action', 'thriller']",2005
Parting Glances,5.2,15.0,90.0,"['comedy', 'drama']",1986
Game 6,4.6,13.0,87.0,"['comedy', 'drama']",2005
American Gun,5.4,13.0,95.0,['drama'],2005
Marilyn Hotchkiss' Ballroom Dancing & Charm School,5.1,12.0,103.0,"['comedy', 'drama', 'romance']",2006
On a Clear Day,6.4,9.0,98.0,['drama'],2005
The Omen,5.3,287.0,110.0,"['drama', 'horror', 'thriller']",2006
The King,6.5,20.0,105.0,['drama'],2005
Nacho Libre,5.6,368.0,92.0,"['comedy', 'family']",2006
The Lake House,6.5,689.0,99.0,"['romance', 'drama', 'mystery']",2006
Click,6.0,2167.0,107.0,"['comedy', 'drama', 'fantasy', 'romance']",2006
The Seventh Victim,6.4,23.0,71.0,"['drama', 'horror', 'mystery']",1943
Bleak Moments,7.5,2.0,111.0,"['comedy', 'drama']",1971
Edvard Munch,6.9,8.0,221.0,"['drama', 'history', 'mystery']",1974
The Ace of Hearts,6.5,2.0,75.0,"['crime', 'drama']",1921
The Devil Wears Prada,7.0,3198.0,109.0,"['comedy', 'drama', 'romance']",2006
Pirates of the Caribbean: Dead Man's Chest,7.0,5380.0,151.0,"['adventure', 'fantasy', 'action']",2006
"You, Me and Dupree",5.4,421.0,108.0,"['comedy', 'romance']",2006
Clerks II,6.9,407.0,97.0,['comedy'],2006
Lady in the Water,5.3,415.0,110.0,"['drama', 'thriller', 'fantasy', 'mystery']",2006
My Super Ex-Girlfriend,4.8,453.0,95.0,"['fantasy', 'drama', 'action', 'comedy', 'crime', 'science fiction']",2006
Tammy and the Bachelor,7.8,7.0,89.0,"['comedy', 'romance']",1957
Lady on a Train,6.1,11.0,94.0,"['crime', 'mystery', 'romance', 'thriller']",1945
Nightmare Castle,4.3,7.0,104.0,['horror'],1965
Let It Be,7.6,32.0,81.0,"['documentary', 'music']",1970
"Farewell, Home Sweet Home",3.5,4.0,118.0,"['drama', 'comedy', 'romance', 'foreign']",1999
See No Evil,4.8,146.0,84.0,"['horror', 'thriller']",2006
Marie Antoinette,6.5,662.0,123.0,"['drama', 'history']",2006
Lady in the Lake,5.6,19.0,105.0,"['mystery', 'thriller', 'crime']",1947
Trial on the Road,6.6,12.0,96.0,"['war', 'drama']",1971
Who Killed the Electric Car?,7.2,59.0,92.0,['documentary'],2006
The Miracle of Bern,6.1,37.0,118.0,"['drama', 'comedy']",2003
The Mother and the Whore,8.0,31.0,217.0,"['drama', 'romance']",1973
An Inconvenient Truth,6.7,257.0,100.0,['documentary'],2006
Test Pilot,6.7,7.0,118.0,"['drama', 'romance']",1938
Career Opportunities,5.9,46.0,83.0,"['drama', 'comedy', 'romance']",1991
